,titles,category
0,    만원짜리 디올백  한국 집권여당을 뒤흔들다       ,World
1,  공화경선  헤일리  투표 종료   분 만에 패배 인정 사퇴 대신 출정식,World
2, 이변없었다   공화 트럼프 민주 바이든 승리 헤일리는 선전 종합 ,World
3,사면초가 보잉 당국 조사 속 항공업계    들 공개 비판까지,World
4,월스트리트저널  김건희 명품백 수수  한국 정치권 뒤흔들어 ,World
5,우크라에 떨어진 러 미사일서 한글     발견  북한제 동원 ,World
6, 금리 인하  기대감에 고심 커진 라가르드 조은아의 유로노믹스 ,World
7, 바이든은 학살자  이스라엘 제어 못하자 유세장서 비난 이어져,World
8, 주요국 중 미일만 중국 중간재 수입비중 축소 디커플링 확인 ,World
9,트럼프   연승 새역사   대선후보  고지 가 보인다,World
10, 영상  원샷 원킬  우크라 저격수들  하룻밤 새 러    명 사살 포착 ,World
11,혹한에 기차 밖 내던져져 숨진 고양이에 러시아 들썩,World
12,나토 사무총장  임박한 러시아  위협 없다  안보 불안 일축,World
13, 영상  로켓 맞고 건물 붕괴  이스라엘군   명 몰사 하마스 영상 공개,World
14,러  키이우 하르키우  미사일 공격  우크라 약점 찾으려  릴레이 공습 ,World
15,트럼프 바이든 뉴햄프셔 경선 각각 승리 재대결 조기 확정될듯 종합 ,World
16,일본  수능  한국어 시험에 몇 명이나 응시할까,World
17, 풍계리 핵실험장 초기 위성사진 보니    년전 착공 추정 ,World
18, 연승 행진  트럼프  대세론 굳히나,World
19,달에 사는 토끼 시끄러울듯     여개국 표면탐사한다고 난리,World
20, 트럼프 대세론  못뒤집었다  중도층 두터운 뉴햄프셔서도 헤일리 패배,World
21, 조용히 사라진 줄 알았나      억  한 방  투자나선 이 남자,World
22,러시아 가는 북한인 급증  북러밀착 속 외화벌이 의심도 ,World
23,디샌티스 뒤끝   언론이 트럼프 승리 기정사실화 경선 악영향 ,World
24,세계 속 미국의 위치는  트럼프 헤일리  외교 입장 대결  뉴햄프셔 경선 ,World
25, 월 마이너스 금리해제 준비    금융당국  금리 인상  대비 점검 착수,World
26,     트럼프 뉴햄프셔 경선 승리 전망  이변 없었다  종합       대선 ,World
27, 정책 집단 으로 명칭 바꿔 자민당 계파 존속  기시다 개혁안 한계,World
28,트럼프 경선 승리 바라는 민주당   부동층 등 표심 결집 ,World
29,푸틴   월 이후 방북할 듯      북러 밀착 우려 ,World
30,이변은 없었다     뉴햄프셔 공화 경선  트럼프 승리 ,World
31,다자대결  트럼프에 더 밀리는 바이든,World
32,세계는 벌써  트럼프 시즌   시나리오 준비,World
33,지구 종말 시계  종말까지   초   핵 위협    등이 변수,World
34,우크라 땅에 떨어진 러 미사일  열어보니 한글    이 ,World
35,부끄러운 역사 지우기 나선 일본  강제동원 조선인 추도비  철거,World
36,구찌  뉴욕서  조원대 건물 매입 대기업  건물주 되기  열풍,World
37,트럼프    뉴햄프셔주 경선 승리 큰 차이 내진 못해,World
