,titles,category
0, 머리카락 나왔다  비싼 초밥만 쏙쏙 골라먹고 환불 요청한 손님,social
1,   억 전세사기 재판 중  자책 말라  피해 청년들 위로한 판사,social
2,대구 경주     역주행한  택시  이것 만나 멈췄다,social
3, 팬데믹    대 여성 셋 중 하나 자살충동  남성  배 왜 ,social
4,미국      김건희 리스크  정조준      달러 디올백  한국 여당 뒤흔들어 ,social
5,정부    인 미만 중대재해법  고용 악영향  노동계  공포 조장  종합 ,social
6,경부고속도로 역주행 한 택시  손님  반대방향  말에 핸들 돌렸다,social
7,민폐주차 차량 지붕에 주차금지 입간판 올려둔 남자    법원서 벌금형 ,social
8, 영상  손님 태우고 고속도로서     역주행한 택시,social
9,윤재성 김윤미 부부 일곱째 자녀 출산  화제 ,social
10,유퀴즈 나온 국민참여재판 전문검사   호 공판 블랙벨트 인증,social
11,     폭설  광주 전남 하늘길 뱃길 재개 대설특보 해제 종합 ,social
12,흉기 들고 지구대서 난동 부린   대   무술   단  유단자 경찰이 제압,social
13,출소  년 만에 성폭행   대 항소심 중형,social
14, 설 명절에는 아버지 장례 치를 수 있길       일째 싸우는 분신 택시기사 유족,social
15,  보  택배노조 교섭 거부한   대한통운  심도  부당노동행위 ,social
16,부산 북구청장 막말 논란에 장애인 단체  인식 변화 계기 돼야 ,social
17, 자막뉴스  화분에 손 넣어봤더니  헉    엄청난 눈 쏟아진 서해안 상황,social
18,정유라  소개팅서 햄버거 나눠 먹은 김남국 추잡해 ,social
19,김해판  서울 둔촌주공  될까   외동 주공 조합원  노심초사 ,social
20, 자막뉴스  화분에 손 넣어봤더니  헉    엄청난 눈 쏟아진 서해안 상황,social
21,   서울 강서구 전세 사기범  징역   년형에 항소,social
22,정유라  소개팅서 햄버거 나눠 먹은 김남국 추잡해 ,social
23,김해판  서울 둔촌주공  될까   외동 주공 조합원  노심초사 ,social
24, 얼굴 물려   바늘 꿰맸다  부산시민들 공포 떨게한 들개  마리,social
25, 저 여자 술취했다  남친 말에 출동 안한 경찰  납치됐다  고속도로 뛰어든   사망,social
26,계속된 한파에 한강도  꽁꽁   현장 화보 ,social
27,  대한통운  택배 노조 교섭 거부    심도 부당노동행위 인정,social
28, 속보   안드로이드 탑재  강요로  천억대 과징금 구글 불복했지만 패소,social
29, 반대 방향 이란 손님 말에  새벽 고속도로서     역주행한 택시,social
30,얼굴 절반 뒤덮은 종양 탓 은둔 생활한     대 엄마   서 미소 되찾아,social
31,주차장 통로에 상습 주차한 입주민  열받아 차량에 주차금지 표지판 올렸더니,social
32,경부고속도로에서     역주행한 택시 이유 물어보니,social
33, 국기연 부서 대전 이전  반대  진주 예비후보들   인 시위,social
34,십여년 만의 고백  저 술 못 먹어요 ,social
35,제주공항 운항 재개   해안지역 눈발 약해져,social
36, 대학교수가 입시생 불법 과외      경희대 압수수색,social
37,사회초년생 대상    억대 전세사기범 징역   년 선고,social
38,지구대에서 흉기 난동   무술   단 경찰이 제압  영상 ,social
39,    탑재 강요  구글   천억대 공정위 과징금 취소소송 패소,social
40, 위안부 매춘 발언  류석춘   심서 무죄,social
41,전 부인 차에 태워 대구 경남까지 끌고 간   대 체포,social
42, 속보   택배노조 교섭거부    대한통운에  심도 부당노동행위 판결,social
43,류석춘  위안부 매춘  발언 무죄 정의연  반인권적 판결  종합 ,social
44,주식 미리 사고  매수하라   증권사 애널리스트  징역형에 항소,social
45,기암괴석에  바다남  왜 썼냐고 물으니  집안 남자들 좋은 기운 받게 ,social
46, 교통신호만 바꿨을 뿐인데   제주서    억 절감,social
47,이혼한 전처에 협박 문자 등    건 보낸   대 남성 실형,social
48, 자유로 지하고속도로 만들겠다 는 고양시 사업비  조는 어디서 ,social
49, 단독  문재완 신임 방심위원  불법적 정보취득이어도 공익 크면 보도 해야 ,social
50,부부싸움에   개월 아기    층서 던진 친모 남편은 선처 호소,social
51,경찰   음대 입시 비리 의혹  경희대 압수수색,social
52,  대 이웃 성폭행한 살인 전과자   심서 징역   년,social
53, 속보  법원  구글  안드로이드 강요      억 과징금 유지 판결,social
54, 친절한 동대표  알고 보니 남편과 불륜 시모에게 알리면 명예훼손 되나 ,social
55,콘서트 티켓 사기로     만원 가로챈   대  심서 징역  년  사사건건 ,social
56, 유퀴즈 나온 그 검사님  대검  정명원 검사  블랙벨트  인증,social
57, 역세권 투기  혐의 전창범 전 양구군수에  심서도  년형 구형,social
58, 속보   용산 대통령실 집회  막은 경찰  항소심 또 패소,social
59,합성사진 뿌리고 손가락욕까지 한 학생들  아동학대 당했다  교사 신고,social
60,콘서트 티켓 사기로     만원 가로챈   대  심서 징역  년  사사건건 ,social
61, 유퀴즈 나온 그 검사님  대검  정명원 검사  블랙벨트  인증,social
62, 역세권 투기  혐의 전창범 전 양구군수에  심서도  년형 구형,social
63, 속보   용산 대통령실 집회  막은 경찰  항소심 또 패소,social
64,합성사진 뿌리고 손가락욕까지 한 학생들  아동학대 당했다  교사 신고,social
65,고용노동부  실업급여 부정수급자 등   명 검찰 송치,social
66, 롤스로이스    심 징역   년 피해자 측  검찰 구형 아쉬워 ,social
