,titles,category
0,겨드랑이도  발도 아니다   이곳  악취 은근히 독해,Culture
1, 눈 그냥 먹어도 될까   할리우드 스타  눈 레시피  공유 후 난리  왜   셀럽의 헬스 ,Culture
2, 평생 열심히 살았지만 남은 건 노쇠한 몸뚱이 뿐  쓸쓸한 한국 노년의 현실,Culture
3, 날씨  한파 계속  종일 영하권 강추위 제주도 사흘째 폭설,Culture
4,내 마음의 건강검진      가 아니라 불안한거라고요   이정민의  내 마음의 건강검진   ,Culture
5,오십은 무거운 나이 로마 황제가 중년의 위기 넘어선 비결은 ,Culture
6, 몬테크리스토  고은성  축구로 치면 유소년 출신 난 뮤지컬에 미친 놈   인터뷰 ,Culture
7, 날씨  낮에도 영하권 추위 이어져 제주도 사흘째 폭설,Culture
8,하루에  이 음료   잔씩 마시면  노화 방지 효과,Culture
9,공사장도 과일가게도  꽁꽁  최강 한파에 얼어붙은 도심,Culture
10, 제주날씨  해안지역 대설특보 해제   바람  쌩쌩  기온 뚝,Culture
11, 매일  시간 폰 썼더니      대  진통제도 안든 어깨통증  왜 ,Culture
12, 날씨  오늘도 종일 영하권 강추위 제주도 사흘째 폭설,Culture
13, 날씨  한낮에도 맹추위   호남 제주도 눈,Culture
14, 오후날씨 꿀팁  오후에도 매서운 추위 호남 서부 제주에 눈,Culture
15, 날씨  오후에도 강추위 전라 서부 제주  대설특보 ,Culture
16,혹한에  과음   위험한 이유는,Culture
17, 날씨  모레 아침까지 강추위 전남   제주 많은 눈,Culture
18,복지부  품귀 변비약값 인상   억 치료제  건보 적용,Culture
19, 아이가 이쑤시개 튀겨달래요  식약처  주의 ,Culture
20, 오뚜기  매형 회사 거래 안돼  중기부와 소송,Culture
21, 좋아요 의 달콤함에 푹 빠진 인간처럼 쥐도 셀카 찍는다,Culture
22, 시간 자면 시급    만원 준다 꿀알바 경쟁률  만대  ,Culture
23, 조국 옹호  사과한 공지영  하태경  용기 있는 고백에 박수 ,Culture
24,    년  면역력 강한 해  되려면   이 약  남용하면 안돼,Culture
25, 이번엔 꼭 먹어볼까  관세 확 낮춰 가격 평년 수준된 과일 뭐길래,Culture
26, 날씨톡톡  낮에도 곳곳 체감       안팎 추위 호남 제주 폭설,Culture
27, 뷔페보다 낫다  비즈니스 손님 사이에서 입소문 난 호텔 점심 코스,Culture
28, 전국민    에 사진 한 장씩  작년 방문객     만명 넘은  이곳 ,Culture
29, 직장 내 세대갈등 젊은이들 폄하하는 성향 버려야 ,Culture
30,치매는 자연스런 노화과정   아뇨  얼마든지 피할 수 있어요 ,Culture
31,사흘째 폭설 광주     강추위에 눈길 사고 속출 종합 ,Culture
32,  세 안선영  꿀피부 유지 비결 공개   이것  절대 안 한다,Culture
33,솥밥 먹을 때  이것 만 빼면  훨씬 건강에 도움,Culture
34,마당에 쌓인 눈으로 만든  초코치노   먹어도 이상 없을까 ,Culture
35, 형당뇨 앓는 영국 전총리   인슐린 다이어트에  경악 ,Culture
36, 너 턱시도 없구나  백만분의 일 확률  흰 젠투펭귄 발견,Culture
37, 날씨  사흘째 한파로 피해 속출   설국 된 서해안 제주도,Culture
38,    화제  실버 취준생  작가 이순자를 기억하십니까  변방에서 안방으로   일하는 사람책 ,Culture
39, 코성형 전  가지 꼭 확인하세요 ,Culture
40,중국인 명동서 싹 쓸어갔다 상위     의 제품 뭐길래,Culture
41,애플카  엎어질까   출시 또 연기  빨라야     년 ,Culture
42, 족발 너무 탔으니 환불해주세요  열어보니 뼈만  덩그러니   법알못 ,Culture
43,현대위아  단일품목  등속조인트 로  조 수주 비결은 ,Culture
44,유방에  보조개 가 생겼다면    안보이던 증상들 이럴 때 위험 ,Culture
45, 더 혹독한 추위 가능성    이번 한파 끝나도  긴장    녹취록 ,Culture
46,  현대중공업    억 상당 미포만 방파제 복구공사 소송서 승소,Culture
47, 약손   눈에 찾아온 노화   황반변성의 진단과 치료   습성이 더 위험하다 ,Culture
48,직장에 나랑     가 안맞는 사람이 많다면 ,Culture
49,높이      화면 채운 고구려 역사 디지털로 되살아난 광개토왕비,Culture
50, 김태열의 생생건강 펜   급성 심장사 부르는   비후성 심근증   미국 진료지침과 달리 한국인 특성에 맞춘 기준 필요 ,Culture
51,한파 폭설로 얼어붙은 제주  항공기 여객선 결항 이어져,Culture
52,호남 제주 시간당      대설 서울 체감    도,Culture
53,전국 맹추위 계속 강원 산지 체감    도  내일도 강추위 ,Culture
54,하루만에    만 돌파한 유튜브 영상  주인공이 바로 너 였구나 ,Culture
55,고성 향로봉 체감온도 영하   도  최강한파  지속 모레 오후부터 풀려,Culture
56, 정지원의 피부이야기  늙음 신호  목주름 예방할 수 있다,Culture
57,밖에 나가기 무서워 동장군 맹위  울릉도 독도는   일까지  폭설 ,Culture
