,titles,category
0,문재인  생일 날엔 산행이죠     세 생일  김정숙 여사와 근황 공개,Politics
1, 거기서 웃어도 되나   행안부 장관 표정  갑론을박 ,Politics
2, 충분히 말씀드렸다   정치쇼 말고 특검 ,Politics
3, 자객공천   비명 지역구 등장한 친명들    공정한 경쟁일 뿐 ,Politics
4,  연패 지역구 우선추천 대상  마포을  김경율 전략공천  가능성 ,Politics
5,새미래 미래연 통합 초읽기  이석현    일 광주시당 창당 함께하길 ,Politics
6, 디올백  한국 여당 뒤흔들다       김건희 여사 논란 보도,Politics
7,민주당 총선  공약은 휴일 당직비  만원 사병 통신비     할인,Politics
8,김웅  김건희  사저나 외국 가는 것도 해법 불쌍하게 보여야 ,Politics
9,이준석  한동훈   삼일천하 도 아닌 어설픈 봉합으로 진퇴양난 ,Politics
10,금태섭  민주당 공천위  이재명 아바타냐  불만 내부에서 나와 ,Politics
11,이준석    서천시장 방문 두고  상인 목소리 빠진 대책이 무슨 의미 ,Politics
12, 뉴스       영하   도 한파 속 해병대 설한지 극복 훈련,Politics
13,    명 넘는 상인 기다리고 있었는데      한동훈과 정치쇼 ,Politics
14,    따뜻한  강남 영남에 전략공천 얼마나 할까,Politics
15,    화해모드   이준석  어설픈 봉합 ,Politics
16, 후배들 못해서   선 김무성  올드보이 귀환 비판에 반박,Politics
17,우리 국회 언제 바꿀래  청년 여성      총선 챌린지,Politics
18,김남국  가난 코스프레  논란에 정유라   진짜 가지가지 해 ,Politics
19, 햄버거 비싸서 나눠먹어  코인 의혹 김남국  과거 생활고 회상,Politics
20,진중권  김경율 원랜 강남 줬어야 내치면 한동훈 비대위 실패 ,Politics
21,신평  한동훈 중도확장하려는 의도  이준석  나도 맞아봐  결국  차전   앵커리포트 ,Politics
22, 명품백이 대통령 기록물  그러면 명품관은 박물관인가  경악한 김웅,Politics
23,해킹 역량 키우는   국정원  국론분열 노린 공격 심해질 것 ,Politics
24,국힘 호준석  서울 구로갑 출마  정치교체  번지 될 것 ,Politics
25,이준석  한동훈 우세승인데   도 인사만 기억남아 ,Politics
26,  최선희 손에  수상한 서류    푸틴  인류 역사상 초유의 도박하나   녹취록 ,Politics
27,김웅  윤 한 갈등은  다 진 게임  김건희 여사 출국도 해법 ,Politics
28,   이번엔 순항미사일 도발 핵탄두 탑재시 최대 살상고도 찾나,Politics
29, 김건희 명품백  더 말 안 한단 한동훈  해결된 게 없다,Politics
30, 충분히 말씀드렸다   정치쇼 말고 특검 ,Politics
31,한동훈   김 여사  언급 안 해  충분히 말씀드렸다 ,Politics
32,이재명   윤석열 한동훈 절규하는 피해 국민 앞에서 일종의 정치쇼 ,Politics
33,새미래  미래연합에    일 광주부터는 창당대회 함께하길 ,Politics
34,이준석  양향자 한국의희망과 개혁신당 사실상 합당 선언 ,Politics
35, 이언주에 복당 권유한 이재명  실익은  ,Politics
36,한동훈  사퇴 방어로  홀로서기  일부 성과 갈등 불씨 남아,Politics
37,김정은  대사변 준비  이후  도발수위 계속 높이는 북한,Politics
38,당적 밥먹듯 바꾼 이언주  민주당 복당땐   번째 ,Politics
39,정동영  민주당 탈당파 호남 상륙 안돼 민주벨트 형성해 대응 ,Politics
40,김웅  김건희 불쌍하게 보이는 방법밖엔 사저나 외국 나가야 ,Politics
41, 친윤  이용에 불쾌감 표한   이상민  그분이   대변하나  직책도 없어 ,Politics
42,윤 한 저격 민주당  본질은 김 여사 죗값 치르는 것  정치쇼 변명 안 돼 ,Politics
43,한동훈  김 여사 질문에  제 생각 충분히 말씀드렸다 ,Politics
44, 김미경의 정치네컷  한동훈의  폴더인사   윤석열의  어깨 툭  극적화해  약속대련 ,Politics
45, 뉴스포커스  화재현장 동행한 윤대통령 한동훈 갈등 불씨는 여전,Politics
46,대만 야당  판도 변화  입지 좁아진 국민당    기선잡은 민중당,Politics
47,국민      김건희 디올백  윤 대통령 입장 표명 필요하다 ,Politics
48,김경율 사퇴가 출구전략  한동훈  그런 말 들은 바 없다 ,Politics
49,이준석  나는 정공법 썼지만   한동훈은 어설픈 봉합 ,Politics
50,국민의힘 전현직 국회의원 의정부갑 출사표 종합 ,Politics
51,불출마 김웅  김 여사  사저 가거나 해외로 나가라 ,Politics
52,이재명  윤 한  서천 봉합 에  그곳에서 정치쇼  역사에 남을 것 ,Politics
53,국힘 혼란할 때면 두더지처럼 쑥쑥 튀어나와 분란 부채질하는 사람들  기자  시 ,Politics
54,윤석열 향한 한동훈의   도 인사 갈등 봉합  돌고 돌아 민주당 가는 이언주,Politics
55,응답자      김건희 여사  명품 가방  논란  대통령이 직접 입장 밝혀야 ,Politics
56, 뉴스라이브  조응천  수박 나가니 이젠 멜론 압박 ,Politics
57,   예비군 동원훈련  년  년 보상비   만원 주겠다 ,Politics
58,윤석열    한동훈  지금은 예고편에 불과 본편은 공천 싸움 ,Politics
59,민주 총선  공약 발표  사병 휴대전화 요금 할인비율    로 ,Politics
60,용산 자극 피하려  한동훈  김건희 김경율 관련 입장 묻자  침묵 ,Politics
61,     당직비 인상 사병 전화요금 절반 할인 동원훈련 단축 ,Politics
62,     절반의 화해   김여사 김경율 민심  불씨 남아,Politics
63,이재명  대통령  절규하는 피해 국민 배경으로 정치쇼 ,Politics
64,유권자         김건희 문제에 입장 밝혀야   엠브레인퍼블릭 ,Politics
65, 뉴스       한동훈  총선 승리 다짐  함께 가면 길이 됩니다 ,Politics
66,김무성  김건희 직접 나설 필요 없다 김경율 사퇴해야 ,Politics
67,이상민  김경율  지금 그만두면 입 틀어막는 것 당에도 역효과 ,Politics
68,윤석열 입은 점퍼  한동훈과 특검 때 함께 입던 옷    녹취록 ,Politics
69,이인제   이재명   우리 북한  작심하고 한 말 ,Politics
70,이준석  한동훈  삼일천하 도 안돼 어설픈 봉합으로 진퇴양난 ,Politics
71,시민      윤 대통령  김건희 관련 입장표명해야 ,Politics
72,  대변인   윤 한 갈등  없었다 의사소통의 일시적 교란 정도 ,Politics
73, 영상   김여사 리스크 관련 입장 바뀌었냐  질문에 말 아낀 한동훈,Politics
74,대통령실  김경율  말 안하고 한동훈  김 여사  답변     ,Politics
75,추미애     임종석 노영민에  정치적 양심 실종 ,Politics
76, 폴더인사  챙기고  상인 분노  남긴 현장 방문 영상 ,Politics
77,합참  북한  서해 일대에서 순항미사일 여러 발 발사  종합 ,Politics
78,이준석 허은아  윤 한 어설픈 봉합  역시나 약속대련 ,Politics
79, 노무현과 윤석열의  거부권   근본이 다르다 ,Politics
80,합참     서해 일대에서 순항미사일 여러 발 발사  화살    형에 무게,Politics
81,  공관위원장      갈등봉합에  굿뉴스  김경율 전략공천 가능성도,Politics
82,금태섭     한동훈 비판 전 본인들부터  유권자 공감 얻기 어려워 ,Politics
83,   서해 일대에서 순항미사일 수발 쏴       추가 징후 주시   종합 ,Politics
84,김웅  김 여사  사저 가거나 외국 나가는 정도 방법 취해야 ,Politics
85,미래 권력에 줄 서나   친윤 의 침묵,Politics
86,   해일 시험 닷새 만에 순항미사일 쏴 올해  번째 도발 일지 ,Politics
87, 반윤 이면  반문 도 좋다 민주당 계파갈등 자극하는 이언주 복당 논란,Politics
88,   이번엔 순항미사일 도발  서해 일대서 여러 발 발사 ,Politics
89,중대재해법        유예 마지막까지 최선        산안청 수용해야 ,Politics
